0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.60063e-06 3.7863e-06 3.39283e-06 2.59073e-06 1.68574e-06 9.34715e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.96543e-06 1.18371e-05 1.71418e-05 2.1153e-05 2.22436e-05 1.99322e-05 1.52199e-05 9.90343e-06 5.49125e-06 2.5946e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03178e-05 1.27861e-05 1.35023e-05 1.21503e-05 9.31698e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.74854e-05 3.48705e-05 5.92587e-05 8.58142e-05 0.000105896 0.000111355 9.97836e-05 7.6194e-05 4.95785e-05 2.74902e-05 1.29889e-05 5.22979e-06 0 0 0 0 0 3.98745e-06 5.81767e-06 7.39804e-06 8.65687e-06 1.77006e-05 2.79457e-05 4.13609e-05 5.90844e-05 7.2425e-05 7.64818e-05 6.88235e-05 5.27749e-05 3.4485e-05 1.92021e-05 1.0212e-05 3.69407e-06 2.52135e-06 0 0 0 0 0 0 0 3.39163e-07 2.7292e-07 1.87146e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16056e-05 3.18732e-05 7.45918e-05 0.000148756 0.000252795 0.000366082 0.000451749 0.000475046 0.000425675 0.000325042 0.000211501 0.000117273 5.54108e-05 2.23104e-05 7.65473e-06 0 1.40395e-05 1.34959e-05 1.75941e-05 2.76823e-05 3.79733e-05 5.25933e-05 6.70508e-05 9.44457e-05 0.000141777 0.000211749 0.000291635 0.000353942 0.000369763 0.000332198 0.000254736 0.000167959 9.59315e-05 5.04415e-05 2.77986e-05 1.79535e-05 1.4534e-05 1.37712e-05 1.36663e-05 1.21613e-05 9.6639e-06 7.01595e-06 2.57439e-06 2.12956e-06 1.71315e-06 1.16755e-06 6.82241e-07 3.39708e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30906e-05 4.21893e-05 0.000115867 0.000271161 0.000540763 0.000918974 0.0013308 0.00164223 0.00173104 0.00155657 0.00119866 0.000795856 0.000462259 0.000241046 0.000138094 9.11711e-05 8.09308e-05 6.87394e-05 6.91419e-05 9.46931e-05 0.000147437 0.000210609 0.000270747 0.000339426 0.000445488 0.000626848 0.000897534 0.00121401 0.00146243 0.00152798 0.00137429 0.00105848 0.000700243 0.00040577 0.000217962 0.000121524 8.5489e-05 7.97649e-05 8.18991e-05 8.01041e-05 7.08186e-05 5.61685e-05 4.05117e-05 2.74606e-05 1.72325e-05 1.11203e-05 6.25124e-06 3.65163e-06 1.806e-06 7.66302e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.05513e-05 0.000130691 0.000358923 0.000839986 0.00167515 0.00284675 0.00412598 0.00509786 0.005377 0.00485395 0.00377264 0.00255766 0.00154948 0.000906865 0.000572458 0.000426598 0.000348954 0.000291476 0.000305629 0.000447861 0.000683328 0.000947631 0.00119787 0.00145564 0.00181569 0.00240512 0.00329011 0.00434224 0.00517682 0.00539612 0.00484485 0.00372905 0.00247652 0.0014465 0.000793202 0.000473822 0.000368258 0.000371807 0.000394506 0.000387054 0.000341425 0.00027083 0.000196418 0.00013321 8.72628e-05 5.61776e-05 3.47936e-05 1.89839e-05 8.24587e-06 3.47155e-06 1.25521e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
